header_line
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15
2/07/2025 1230 PM  ME  Aroostook  Linneus      46.0673  -67.9853  PKGUST  33  mph  CWOP  Peak Wind Gust
2/07/2025 1038 AM  ME  Aroostook  Presque Isle Airport      46.6667  -68.0333  PKGUST  35  mph  AWOS  Peak Wind Gust
2/07/2025 1250 PM  ME  Aroostook  Clayton Lake      46.616  -69.533  PKGUST  35  mph  AWOS  Peak Wind Gust
2/07/2025 1213 PM  ME  Aroostook  Caribou      46.8667  -68.0167  PKGUST  36  mph  ASOS  Peak Wind Gust
2/07/2025 0237 PM  ME  Aroostook  Frenchville Airport      47.2833  -68.3  PKGUST  38  mph  ASOS  Peak Wind Gust
2/07/2025 0154 PM  ME  Aroostook  1 E Houlton      46.12  -67.8  PKGUST  39  mph  ASOS  Peak Wind Gust
2/07/2025 0256 PM  ME  Hancock  Bar Harbor Airport      44.45  -68.3667  PKGUST  22  mph  AWOS  Peak Wind Gust
2/07/2025 1247 PM  ME  Hancock  Lamoine      44.495  -68.2719  PKGUST  30  mph  CWOP  Peak Wind Gust
2/07/2025 0230 PM  ME  Hancock  Brooksville - 3.5 ESE      44.3617  -68.7488  PKGUST  32  mph  CWOP  Peak Wind Gust
2/07/2025 0245 PM  ME  Hancock  Sedgwick Ridge      44.3572  -68.6138  PKGUST  33  mph  CWOP  Peak Wind Gust
2/07/2025 1145 AM  ME  Hancock  Castine      44.39  -68.805  PKGUST  36  mph  CWOP  Peak Wind Gust
2/07/2025 0100 PM  ME  Hancock  BLUE HILL      44.371  -68.5512  PKGUST  37  mph  CWOP  Peak Wind Gust
2/07/2025 1215 PM  ME  Hancock  Brooklin School      44.2698  -68.5707  PKGUST  38  mph  CWOP  Peak Wind Gust
2/07/2025 1224 PM  ME  Hancock  Bar Harbor  ME      44.3917  -68.205  PKGUST  42  mph  NOS-NWLON  Peak Wind Gust
2/07/2025 1144 AM  ME  Penobscot  Bangor International Airport      44.8  -68.8167  PKGUST  35  mph  ASOS  Peak Wind Gust
2/07/2025 0315 PM  ME  Penobscot  Greenfield      45.061  -68.4478  PKGUST  35  mph  CWOP  Peak Wind Gust
2/07/2025 0255 PM  ME  Penobscot  Millinocket      45.65  -68.7  PKGUST  37  mph  ASOS  Peak Wind Gust
2/07/2025 0310 PM  ME  Penobscot  Millinocket      45.7433  -68.7343  PKGUST  37  mph  CWOP  Peak Wind Gust
2/07/2025 0230 PM  ME  Piscataquis  1.0 NE Brownville Junction      45.3583  -69.0365  PKGUST  33  mph  MESOWEST  Peak Wind Gust
2/07/2025 1234 PM  ME  Piscataquis  1 E Greenville      45.4628  -69.5517  PKGUST  41  mph  AWOS  Peak Wind Gust
2/07/2025 1117 AM  ME  Piscataquis  Greenville      45.4667  -69.55  PKGUST  43  mph  ASOS  Peak Wind Gust
2/07/2025 0424 PM  ME  Washington  1 W Eastport      44.91  -67.0127  PKGUST  26  mph  AWOS  Peak Wind Gust
2/07/2025 0104 PM  ME  Washington  1 SW Machias      44.7031  -67.4786  PKGUST  28  mph  AWOS  Peak Wind Gust
2/07/2025 0119 PM  ME  Washington  1 SSE Princeton      45.2007  -67.5644  PKGUST  32  mph  AWOS  Peak Wind Gust
2/07/2025 0315 PM  ME  Washington  Danforth  ME      45.6667  -67.8667  PKGUST  35  mph  HADS  Peak Wind Gust
""
Observations are collected from a variety of sources with varying
equipment and exposures. We thank all volunteer weather observers
for their dedication. Not all data listed are considered official.
""
$$
